millis,state,yaw_deg,pitch_deg,roll_deg,ax_G,ay_G,az_G,pressure_kPa,altitude_ft
44118,GROUND,152.404,-82.509,91.358,-0.997,0.020,-0.143,100.103,335.230
44121,GROUND,152.492,-82.518,91.315,-0.991,0.002,-0.142,100.109,333.584
44124,GROUND,152.584,-82.525,91.267,-0.995,-0.003,-0.142,100.103,335.230
44127,GROUND,152.684,-82.530,91.212,-0.997,-0.008,-0.142,100.103,335.230
44130,GROUND,152.684,-82.530,91.212,-0.997,-0.008,-0.142,100.103,335.230
44133,GROUND,152.684,-82.530,91.212,-0.997,-0.008,-0.142,100.103,335.230
44136,GROUND,152.684,-82.530,91.212,-0.997,-0.008,-0.142,100.103,335.230
44141,GROUND,152.791,-82.533,91.148,-0.996,-0.003,-0.139,100.103,335.230
44144,GROUND,152.904,-82.536,91.077,-0.995,-0.008,-0.142,100.103,335.230
44147,GROUND,153.021,-82.538,91.000,-0.990,0.001,-0.144,100.103,335.230
44150,GROUND,153.142,-82.542,90.917,-0.993,0.008,-0.135,100.103,335.230
44154,GROUND,153.262,-82.547,90.836,-0.994,0.007,-0.138,100.103,335.230
44156,GROUND,153.262,-82.547,90.836,-0.994,0.007,-0.138,100.103,335.230
44159,GROUND,153.262,-82.547,90.836,-0.994,0.007,-0.138,100.103,335.230
44162,GROUND,153.262,-82.547,90.836,-0.994,0.007,-0.138,100.103,335.230
44167,GROUND,153.382,-82.553,90.754,-0.995,0.005,-0.141,100.103,335.230
44170,GROUND,153.515,-82.557,90.656,-0.999,-0.013,-0.148,100.103,335.230
44175,GROUND,153.669,-82.561,90.530,-0.995,-0.017,-0.151,100.103,335.230
44177,GROUND,153.834,-82.564,90.386,-0.995,-0.010,-0.151,100.107,334.130
44180,GROUND,154.014,-82.568,90.223,-0.993,-0.008,-0.166,100.103,335.230
44183,GROUND,154.014,-82.568,90.223,-0.993,-0.008,-0.166,100.103,335.230
44186,GROUND,154.014,-82.568,90.223,-0.993,-0.008,-0.166,100.103,335.230
44189,GROUND,154.014,-82.568,90.223,-0.993,-0.008,-0.166,100.103,335.230
44193,GROUND,154.203,-82.573,90.049,-0.987,-0.005,-0.159,100.103,335.230
44197,GROUND,154.396,-82.578,89.866,-0.984,-0.005,-0.157,100.103,335.230
44200,GROUND,154.586,-82.584,89.686,-0.980,-0.003,-0.160,100.103,335.230
44203,GROUND,154.757,-82.590,89.522,-0.980,0.001,-0.163,100.107,334.130
44206,GROUND,154.912,-82.597,89.375,-0.978,-0.003,-0.160,100.103,335.230
44209,GROUND,154.912,-82.597,89.375,-0.978,-0.003,-0.160,100.103,335.230
44212,GROUND,154.912,-82.597,89.375,-0.978,-0.003,-0.160,100.103,335.230
44215,GROUND,154.912,-82.597,89.375,-0.978,-0.003,-0.160,100.103,335.230
44220,GROUND,155.046,-82.603,89.246,-0.977,-0.011,-0.162,100.091,338.540
44223,GROUND,155.501,-82.647,88.820,-0.986,0.010,-0.170,100.091,338.540
44226,GROUND,155.552,-82.659,88.781,-0.987,0.010,-0.163,100.091,338.540
44229,GROUND,155.582,-82.669,88.764,-0.991,0.009,-0.154,100.103,335.230
44232,GROUND,155.592,-82.680,88.768,-0.995,0.010,-0.151,100.103,335.230
44235,GROUND,155.584,-82.691,88.794,-1.000,0.018,-0.154,100.103,335.230
44238,GROUND,155.584,-82.691,88.794,-1.000,0.018,-0.154,100.103,335.230
44241,GROUND,155.584,-82.691,88.794,-1.000,0.018,-0.154,100.103,335.230
44244,GROUND,155.584,-82.691,88.794,-1.000,0.018,-0.154,100.103,335.230
44249,GROUND,155.567,-82.702,88.834,-1.006,0.024,-0.149,100.107,334.130
44257,GROUND,155.541,-82.712,88.889,-1.003,0.020,-0.150,100.103,335.230
44262,GROUND,155.476,-82.738,89.030,-0.998,-0.020,-0.152,100.091,338.540
44264,GROUND,155.476,-82.738,89.030,-0.998,-0.020,-0.152,100.091,338.540
44267,GROUND,155.476,-82.738,89.030,-0.998,-0.020,-0.152,100.091,338.540
44270,GROUND,155.476,-82.738,89.030,-0.998,-0.020,-0.152,100.091,338.540
44275,GROUND,155.454,-82.743,89.065,-1.000,-0.016,-0.151,100.103,335.230
44278,GROUND,155.427,-82.749,89.099,-0.994,-0.009,-0.156,100.103,335.230
44281,GROUND,155.401,-82.755,89.130,-0.992,-0.010,-0.159,100.107,334.130
44285,GROUND,155.381,-82.759,89.150,-0.985,-0.004,-0.159,100.103,335.230
44288,GROUND,155.366,-82.765,89.165,-0.984,0.005,-0.158,100.103,335.230
44290,GROUND,155.366,-82.765,89.165,-0.984,0.005,-0.158,100.103,335.230
44293,GROUND,155.366,-82.765,89.165,-0.984,0.005,-0.158,100.103,335.230
44296,GROUND,155.366,-82.765,89.165,-0.984,0.005,-0.158,100.103,335.230
44298,GROUND,155.366,-82.765,89.165,-0.984,0.005,-0.158,100.103,335.230
44301,GROUND,155.375,-82.772,89.157,-0.985,0.002,-0.165,100.107,334.130
44305,GROUND,155.399,-82.779,89.134,-0.983,0.004,-0.155,100.103,335.230
44308,GROUND,155.444,-82.789,89.090,-0.981,0.004,-0.155,100.091,338.540
44311,GROUND,155.507,-82.799,89.026,-0.984,-0.000,-0.153,100.103,335.230
44314,GROUND,155.586,-82.810,88.942,-0.984,-0.004,-0.147,100.107,334.130
44317,GROUND,155.586,-82.810,88.942,-0.984,-0.004,-0.147,100.107,334.130
44319,GROUND,155.586,-82.810,88.942,-0.984,-0.004,-0.147,100.107,334.130
44322,GROUND,155.586,-82.810,88.942,-0.984,-0.004,-0.147,100.107,334.130
44328,GROUND,155.683,-82.822,88.838,-0.986,-0.003,-0.138,100.091,338.540
44331,GROUND,155.788,-82.835,88.723,-0.988,0.007,-0.141,100.091,338.540
44334,GROUND,155.900,-82.850,88.603,-0.991,0.014,-0.145,100.103,335.230
44337,GROUND,156.018,-82.866,88.482,-0.991,0.019,-0.146,100.107,334.130
44340,GROUND,156.155,-82.884,88.349,-0.984,0.013,-0.148,100.118,331.097
44343,GROUND,156.155,-82.884,88.349,-0.984,0.013,-0.148,100.118,331.097
44346,GROUND,156.155,-82.884,88.349,-0.984,0.013,-0.148,100.118,331.097
44348,GROUND,156.155,-82.884,88.349,-0.984,0.013,-0.148,100.118,331.097
44354,GROUND,156.314,-82.901,88.195,-0.980,-0.002,-0.146,100.103,335.230
44357,GROUND,156.491,-82.919,88.020,-0.976,-0.011,-0.143,100.091,338.540
44361,GROUND,156.677,-82.935,87.836,-0.979,-0.002,-0.140,100.103,335.230
44363,GROUND,156.864,-82.951,87.654,-0.986,0.013,-0.139,100.091,338.540
44368,GROUND,157.051,-82.968,87.479,-0.993,0.016,-0.140,100.103,335.230
44371,GROUND,157.051,-82.968,87.479,-0.993,0.016,-0.140,100.103,335.230
44374,GROUND,157.051,-82.968,87.479,-0.993,0.016,-0.140,100.103,335.230
44376,GROUND,157.051,-82.968,87.479,-0.993,0.016,-0.140,100.103,335.230
44380,GROUND,157.234,-82.986,87.312,-0.992,0.017,-0.138,100.091,338.540
44383,GROUND,157.419,-83.003,87.149,-0.999,0.014,-0.142,100.103,335.230
44386,GROUND,157.613,-83.018,86.980,-0.998,0.008,-0.138,100.107,334.130
44389,GROUND,157.816,-83.032,86.802,-0.999,0.007,-0.144,100.107,334.130
44393,GROUND,158.037,-83.043,86.607,-0.996,0.006,-0.138,100.091,338.540
44395,GROUND,158.037,-83.043,86.607,-0.996,0.006,-0.138,100.091,338.540
44398,GROUND,158.037,-83.043,86.607,-0.996,0.006,-0.138,100.091,338.540
44401,GROUND,158.037,-83.043,86.607,-0.996,0.006,-0.138,100.091,338.540
44406,GROUND,158.275,-83.053,86.395,-0.995,0.008,-0.144,100.114,332.206
44409,GROUND,158.542,-83.060,86.156,-0.997,0.011,-0.143,100.091,338.540
44413,GROUND,158.831,-83.067,85.896,-0.993,0.020,-0.143,100.103,335.230
44416,GROUND,159.144,-83.072,85.618,-0.996,0.020,-0.149,100.103,335.230
44419,GROUND,159.481,-83.076,85.318,-0.998,0.022,-0.146,100.091,338.540
44422,GROUND,159.481,-83.076,85.318,-0.998,0.022,-0.146,100.091,338.540
44424,GROUND,159.481,-83.076,85.318,-0.998,0.022,-0.146,100.091,338.540
44427,GROUND,159.481,-83.076,85.318,-0.998,0.022,-0.146,100.091,338.540
44433,GROUND,159.840,-83.080,84.997,-1.000,0.018,-0.147,100.107,334.130
44436,GROUND,160.221,-83.081,84.654,-1.002,0.006,-0.151,100.107,334.130
44439,GROUND,160.627,-83.081,84.284,-0.996,0.003,-0.151,100.103,335.230
44442,GROUND,161.044,-83.079,83.899,-0.994,0.005,-0.154,100.096,337.162
44445,GROUND,161.464,-83.077,83.507,-0.993,0.005,-0.155,100.096,337.162
44448,GROUND,161.464,-83.077,83.507,-0.993,0.005,-0.155,100.096,337.162
44452,GROUND,161.464,-83.077,83.507,-0.993,0.005,-0.155,100.096,337.162
44455,GROUND,161.464,-83.077,83.507,-0.993,0.005,-0.155,100.096,337.162
44459,GROUND,161.887,-83.075,83.108,-0.990,0.009,-0.152,100.103,335.230
44462,GROUND,162.308,-83.072,82.709,-0.989,0.013,-0.154,100.107,334.130
44465,GROUND,162.728,-83.070,82.311,-0.983,0.013,-0.158,100.096,337.162
44468,GROUND,163.146,-83.067,81.913,-0.981,0.007,-0.165,100.091,338.540
44471,GROUND,163.575,-83.063,81.504,-0.986,0.003,-0.168,100.103,335.230
44474,GROUND,163.575,-83.063,81.504,-0.986,0.003,-0.168,100.103,335.230
44477,GROUND,163.575,-83.063,81.504,-0.986,0.003,-0.168,100.103,335.230
44480,GROUND,163.575,-83.063,81.504,-0.986,0.003,-0.168,100.103,335.230
44485,GROUND,164.014,-83.058,81.082,-0.989,0.004,-0.166,100.096,337.162
44488,GROUND,164.923,-83.042,80.206,-0.988,0.008,-0.169,100.111,333.029
44491,GROUND,165.390,-83.032,79.754,-0.990,0.005,-0.172,100.096,337.162
44494,GROUND,165.863,-83.021,79.295,-0.990,0.011,-0.170,100.103,335.230
44497,GROUND,165.863,-83.021,79.295,-0.990,0.011,-0.170,100.103,335.230
44500,GROUND,165.863,-83.021,79.295,-0.990,0.011,-0.170,100.103,335.230
44503,GROUND,165.863,-83.021,79.295,-0.990,0.011,-0.170,100.103,335.230
44508,GROUND,166.339,-83.010,78.834,-0.990,0.016,-0.171,100.091,338.540
44511,GROUND,166.814,-82.998,78.376,-0.989,0.015,-0.172,100.096,337.162
44514,GROUND,167.286,-82.985,77.924,-0.992,0.017,-0.175,100.103,335.230
44517,GROUND,167.749,-82.972,77.483,-0.990,0.016,-0.172,100.107,334.130
44521,GROUND,168.215,-82.957,77.042,-0.997,0.012,-0.172,100.096,337.162
44523,GROUND,168.215,-82.957,77.042,-0.997,0.012,-0.172,100.096,337.162
44526,GROUND,168.215,-82.957,77.042,-0.997,0.012,-0.172,100.096,337.162
44529,GROUND,168.215,-82.957,77.042,-0.997,0.012,-0.172,100.096,337.162
44534,GROUND,168.678,-82.943,76.604,-0.994,0.007,-0.171,100.107,334.130
44537,GROUND,169.149,-82.929,76.158,-0.994,0.014,-0.175,100.091,338.540
44540,GROUND,169.624,-82.917,75.709,-0.995,0.014,-0.179,100.091,338.540
44545,GROUND,170.096,-82.906,75.261,-0.994,0.012,-0.182,100.103,335.230
44548,GROUND,170.578,-82.899,74.799,-0.995,0.001,-0.192,100.107,334.130
44551,GROUND,170.578,-82.899,74.799,-0.995,0.001,-0.192,100.107,334.130
44553,GROUND,170.578,-82.899,74.799,-0.995,0.001,-0.192,100.107,334.130
44556,GROUND,170.578,-82.899,74.799,-0.995,0.001,-0.192,100.107,334.130
44560,GROUND,171.070,-82.894,74.319,-0.991,-0.010,-0.197,100.091,338.540
44564,GROUND,171.574,-82.891,73.818,-0.989,-0.012,-0.201,100.080,341.573
44567,GROUND,172.084,-82.890,73.301,-0.987,-0.024,-0.206,100.103,335.230
44570,GROUND,172.600,-82.888,72.766,-0.979,-0.026,-0.206,100.096,337.162
44573,GROUND,173.121,-82.889,72.219,-0.974,-0.014,-0.212,100.096,337.162
44576,GROUND,173.121,-82.889,72.219,-0.974,-0.014,-0.212,100.096,337.162
44579,GROUND,173.121,-82.889,72.219,-0.974,-0.014,-0.212,100.096,337.162
44582,GROUND,173.121,-82.889,72.219,-0.974,-0.014,-0.212,100.096,337.162
44587,GROUND,173.644,-82.890,71.668,-0.970,-0.002,-0.217,100.091,338.540
44590,GROUND,174.157,-82.895,71.128,-0.968,0.010,-0.216,100.103,335.230
44593,GROUND,174.661,-82.902,70.600,-0.966,0.006,-0.220,100.103,335.230
44596,GROUND,175.139,-82.910,70.101,-0.967,0.002,-0.218,100.107,334.130
44599,GROUND,175.594,-82.920,69.631,-0.964,0.011,-0.222,100.107,334.130
44602,GROUND,175.594,-82.920,69.631,-0.964,0.011,-0.222,100.107,334.130
44605,GROUND,175.594,-82.920,69.631,-0.964,0.011,-0.222,100.107,334.130
44608,GROUND,175.594,-82.920,69.631,-0.964,0.011,-0.222,100.107,334.130
44613,GROUND,176.025,-82.929,69.187,-0.971,-0.007,-0.212,100.096,337.162
44616,GROUND,176.426,-82.940,68.771,-0.977,-0.003,-0.222,100.107,334.130
44619,GROUND,176.807,-82.953,68.383,-0.974,0.023,-0.222,100.091,338.540
44622,GROUND,177.153,-82.969,68.039,-0.982,0.012,-0.212,100.096,337.162
44625,GROUND,177.484,-82.991,67.714,-0.981,0.033,-0.224,100.091,338.540
44628,GROUND,177.484,-82.991,67.714,-0.981,0.033,-0.224,100.091,338.540
44631,GROUND,177.484,-82.991,67.714,-0.981,0.033,-0.224,100.091,338.540
44636,GROUND,177.484,-82.991,67.714,-0.981,0.033,-0.224,100.091,338.540
44639,GROUND,177.801,-83.018,67.416,-0.976,0.035,-0.224,100.091,338.540
44642,GROUND,178.106,-83.049,67.136,-0.971,0.017,-0.222,100.096,337.162
44645,GROUND,178.396,-83.084,66.872,-0.969,0.009,-0.218,100.096,337.162
44648,GROUND,178.674,-83.121,66.617,-0.972,-0.001,-0.222,100.107,334.130
44652,GROUND,178.946,-83.159,66.364,-0.974,0.002,-0.220,100.107,334.130
44660,GROUND,178.946,-83.159,66.364,-0.974,0.002,-0.220,100.107,334.130
44665,GROUND,179.219,-83.200,66.106,-0.971,0.002,-0.223,100.091,338.540
44668,GROUND,179.499,-83.243,65.839,-0.974,-0.004,-0.224,100.091,338.540
44672,GROUND,179.780,-83.287,65.567,-0.969,0.003,-0.223,100.096,337.162
44675,GROUND,-179.936,-83.333,65.293,-0.971,0.021,-0.221,100.096,337.162
44678,GROUND,-179.647,-83.382,65.016,-0.976,0.034,-0.214,100.096,337.162
44680,GROUND,-179.647,-83.382,65.016,-0.976,0.034,-0.214,100.096,337.162
44683,GROUND,-179.647,-83.382,65.016,-0.976,0.034,-0.214,100.096,337.162
44686,GROUND,-179.647,-83.382,65.016,-0.976,0.034,-0.214,100.096,337.162
44691,GROUND,-179.356,-83.430,64.740,-0.981,0.032,-0.211,100.096,337.162
44695,GROUND,-179.064,-83.480,64.463,-0.993,0.037,-0.209,100.107,334.130
44698,GROUND,-178.758,-83.531,64.169,-0.997,0.030,-0.206,100.096,337.162
44701,GROUND,-178.464,-83.580,63.884,-0.992,0.025,-0.195,100.111,333.029
44704,GROUND,-178.172,-83.626,63.598,-0.999,0.029,-0.194,100.103,335.230
44707,GROUND,-178.172,-83.626,63.598,-0.999,0.029,-0.194,100.103,335.230
44709,GROUND,-178.172,-83.626,63.598,-0.999,0.029,-0.194,100.103,335.230
44712,GROUND,-178.172,-83.626,63.598,-0.999,0.029,-0.194,100.103,335.230
44718,GROUND,-177.877,-83.671,63.309,-0.998,0.045,-0.194,100.107,334.130
44721,GROUND,-177.574,-83.716,63.012,-0.999,0.047,-0.198,100.107,334.130
44724,GROUND,-177.265,-83.758,62.708,-0.994,0.040,-0.194,100.107,334.130
44727,GROUND,-176.960,-83.797,62.408,-0.982,0.049,-0.194,100.091,338.540
44730,GROUND,-176.664,-83.833,62.121,-0.980,0.053,-0.199,100.085,340.195
44734,GROUND,-176.664,-83.833,62.121,-0.980,0.053,-0.199,100.085,340.195
44737,GROUND,-176.664,-83.833,62.121,-0.980,0.053,-0.199,100.085,340.195
44739,GROUND,-176.664,-83.833,62.121,-0.980,0.053,-0.199,100.085,340.195
44744,GROUND,-175.354,-83.916,60.875,-0.993,0.064,-0.189,100.085,340.195
44747,GROUND,-175.241,-83.901,60.750,-0.988,0.054,-0.198,100.096,337.162
44750,GROUND,-175.135,-83.885,60.630,-0.980,0.054,-0.200,100.085,340.195
44753,GROUND,-175.036,-83.869,60.519,-0.976,0.045,-0.209,100.089,339.094
44756,GROUND,-174.936,-83.855,60.410,-0.971,0.059,-0.208,100.096,337.162
44759,GROUND,-174.936,-83.855,60.410,-0.971,0.059,-0.208,100.096,337.162
44762,GROUND,-174.936,-83.855,60.410,-0.971,0.059,-0.208,100.096,337.162
44765,GROUND,-174.936,-83.855,60.410,-0.971,0.059,-0.208,100.096,337.162
44770,GROUND,-174.828,-83.843,60.298,-0.972,0.041,-0.216,100.091,338.540
44773,GROUND,-174.723,-83.829,60.189,-0.968,0.034,-0.209,100.100,336.062
44776,GROUND,-174.611,-83.817,60.073,-0.964,0.040,-0.208,100.091,338.540
44779,GROUND,-174.499,-83.805,59.960,-0.967,0.038,-0.209,100.096,337.162
44783,GROUND,-174.383,-83.794,59.842,-0.964,0.039,-0.209,100.096,337.162
44785,GROUND,-174.383,-83.794,59.842,-0.964,0.039,-0.209,100.096,337.162
44788,GROUND,-174.383,-83.794,59.842,-0.964,0.039,-0.209,100.096,337.162
44791,GROUND,-174.383,-83.794,59.842,-0.964,0.039,-0.209,100.096,337.162
44796,GROUND,-174.264,-83.783,59.722,-0.965,0.038,-0.212,100.100,336.062
44799,GROUND,-174.154,-83.772,59.610,-0.964,0.032,-0.213,100.100,336.062
44803,GROUND,-174.046,-83.761,59.500,-0.961,0.032,-0.216,100.091,338.540
44806,GROUND,-173.935,-83.750,59.391,-0.950,0.050,-0.220,100.096,337.162
44809,GROUND,-173.852,-83.738,59.310,-0.959,0.022,-0.216,100.107,334.130
44812,GROUND,-173.852,-83.738,59.310,-0.959,0.022,-0.216,100.107,334.130
44814,GROUND,-173.852,-83.738,59.310,-0.959,0.022,-0.216,100.107,334.130
44817,GROUND,-173.852,-83.738,59.310,-0.959,0.022,-0.216,100.107,334.130
44823,GROUND,-173.744,-83.725,59.208,-0.953,0.060,-0.234,100.096,337.162
44826,GROUND,-173.646,-83.713,59.128,-0.950,0.052,-0.215,100.096,337.162
44829,GROUND,-173.559,-83.701,59.057,-0.970,0.035,-0.235,100.096,337.162
44832,GROUND,-173.446,-83.692,58.967,-0.962,0.072,-0.231,100.080,341.573
44835,GROUND,-173.331,-83.685,58.884,-0.964,0.065,-0.234,100.107,334.130
44838,GROUND,-173.331,-83.685,58.884,-0.964,0.065,-0.234,100.107,334.130
44841,GROUND,-173.331,-83.685,58.884,-0.964,0.065,-0.234,100.107,334.130
44843,GROUND,-173.331,-83.685,58.884,-0.964,0.065,-0.234,100.107,334.130
44849,GROUND,-173.217,-83.679,58.804,-0.972,0.042,-0.226,100.096,337.162
44852,GROUND,-173.123,-83.675,58.737,-0.975,0.028,-0.222,100.085,340.195
44855,GROUND,-173.050,-83.672,58.684,-0.982,0.025,-0.224,100.096,337.162
44858,GROUND,-172.991,-83.671,58.638,-0.983,0.033,-0.229,100.096,337.162
44861,GROUND,-172.950,-83.670,58.607,-0.982,0.035,-0.232,100.096,337.162
44864,GROUND,-172.950,-83.670,58.607,-0.982,0.035,-0.232,100.096,337.162
44867,GROUND,-172.950,-83.670,58.607,-0.982,0.035,-0.232,100.096,337.162
44870,GROUND,-172.950,-83.670,58.607,-0.982,0.035,-0.232,100.096,337.162
44875,GROUND,-172.931,-83.672,58.598,-0.977,0.046,-0.236,100.096,337.162
44878,GROUND,-172.920,-83.674,58.598,-0.977,0.050,-0.239,100.107,334.130
44881,GROUND,-172.929,-83.677,58.619,-0.975,0.045,-0.242,100.085,340.195
44884,GROUND,-172.965,-83.680,58.666,-0.972,0.040,-0.238,100.096,337.162
44887,GROUND,-173.030,-83.682,58.740,-0.977,0.031,-0.232,100.096,337.162
44890,GROUND,-173.030,-83.682,58.740,-0.977,0.031,-0.232,100.096,337.162
44893,GROUND,-173.030,-83.682,58.740,-0.977,0.031,-0.232,100.096,337.162
44896,GROUND,-173.030,-83.682,58.740,-0.977,0.031,-0.232,100.096,337.162
44901,GROUND,-173.124,-83.684,58.840,-0.975,0.035,-0.235,100.096,337.162
44904,GROUND,-173.248,-83.685,58.967,-0.981,0.043,-0.232,100.096,337.162
44907,GROUND,-173.395,-83.686,59.118,-0.980,0.048,-0.231,100.096,337.162
44911,GROUND,-173.562,-83.688,59.290,-0.982,0.055,-0.233,100.096,337.162
44915,GROUND,-173.747,-83.689,59.482,-0.982,0.057,-0.231,100.096,337.162
44917,GROUND,-173.747,-83.689,59.482,-0.982,0.057,-0.231,100.096,337.162
44920,GROUND,-173.747,-83.689,59.482,-0.982,0.057,-0.231,100.096,337.162
44923,GROUND,-173.747,-83.689,59.482,-0.982,0.057,-0.231,100.096,337.162
44927,GROUND,-173.947,-83.691,59.690,-0.983,0.057,-0.224,100.096,337.162
44930,GROUND,-174.161,-83.696,59.914,-0.981,0.054,-0.223,100.096,337.162
44934,GROUND,-174.386,-83.699,60.147,-0.982,0.042,-0.223,100.085,340.195
44937,GROUND,-174.626,-83.702,60.391,-0.979,0.037,-0.215,100.091,338.540
44940,GROUND,-174.877,-83.706,60.639,-0.981,0.037,-0.221,100.096,337.162
44943,GROUND,-174.877,-83.706,60.639,-0.981,0.037,-0.221,100.096,337.162
44946,GROUND,-174.877,-83.706,60.639,-0.981,0.037,-0.221,100.096,337.162
44949,GROUND,-174.877,-83.706,60.639,-0.981,0.037,-0.221,100.096,337.162
44954,GROUND,-175.137,-83.708,60.893,-0.980,0.041,-0.218,100.085,340.195
44957,GROUND,-175.406,-83.710,61.154,-0.976,0.055,-0.216,100.096,337.162
44960,GROUND,-175.683,-83.710,61.426,-0.976,0.049,-0.214,100.085,340.195
44963,GROUND,-175.966,-83.709,61.701,-0.976,0.044,-0.215,100.111,333.029
44966,GROUND,-176.254,-83.706,61.979,-0.976,0.037,-0.212,100.085,340.195
44969,GROUND,-176.254,-83.706,61.979,-0.976,0.037,-0.212,100.085,340.195
44972,GROUND,-176.254,-83.706,61.979,-0.976,0.037,-0.212,100.085,340.195
44975,GROUND,-176.254,-83.706,61.979,-0.976,0.037,-0.212,100.085,340.195
44980,GROUND,-176.547,-83.700,62.258,-0.978,0.037,-0.204,100.107,334.130
44983,GROUND,-176.841,-83.692,62.537,-0.979,0.046,-0.210,100.100,336.062
44986,GROUND,-177.132,-83.683,62.815,-0.983,0.049,-0.207,100.085,340.195
44989,GROUND,-177.413,-83.672,63.085,-0.984,0.050,-0.206,100.085,340.195
44992,GROUND,-177.684,-83.660,63.345,-0.985,0.052,-0.206,100.096,337.162
44995,GROUND,-177.684,-83.660,63.345,-0.985,0.052,-0.206,100.096,337.162
44998,GROUND,-177.684,-83.660,63.345,-0.985,0.052,-0.206,100.096,337.162
45001,GROUND,-177.684,-83.660,63.345,-0.985,0.052,-0.206,100.096,337.162
45006,GROUND,-177.946,-83.648,63.597,-0.987,0.045,-0.199,100.096,337.162
45009,GROUND,-178.198,-83.635,63.838,-0.990,0.045,-0.196,100.089,339.094
45012,GROUND,-178.443,-83.621,64.073,-0.993,0.041,-0.195,100.107,334.130
45015,GROUND,-178.688,-83.607,64.305,-0.990,0.029,-0.192,100.096,337.162
45018,GROUND,-178.934,-83.591,64.534,-0.989,0.027,-0.189,100.096,337.162
45021,GROUND,-178.934,-83.591,64.534,-0.989,0.027,-0.189,100.096,337.162
45024,GROUND,-178.934,-83.591,64.534,-0.989,0.027,-0.189,100.096,337.162
45027,GROUND,-178.934,-83.591,64.534,-0.989,0.027,-0.189,100.096,337.162
45032,GROUND,-179.176,-83.574,64.755,-0.988,0.021,-0.189,100.089,339.094
45035,GROUND,-179.413,-83.556,64.970,-0.985,0.025,-0.188,100.096,337.162
45038,GROUND,-179.633,-83.537,65.170,-0.983,0.029,-0.194,100.085,340.195
45042,GROUND,-179.836,-83.517,65.355,-0.980,0.029,-0.197,100.100,336.062
45045,GROUND,179.981,-83.498,65.527,-0.976,0.030,-0.198,100.085,340.195
45048,GROUND,179.981,-83.498,65.527,-0.976,0.030,-0.198,100.085,340.195
45054,GROUND,179.981,-83.498,65.527,-0.976,0.030,-0.198,100.085,340.195
45058,GROUND,179.814,-83.477,65.686,-0.973,0.018,-0.197,100.096,337.162
45062,GROUND,179.667,-83.458,65.827,-0.976,0.011,-0.196,100.111,333.029
45065,GROUND,179.530,-83.440,65.958,-0.979,0.009,-0.190,100.085,340.195
45073,GROUND,179.402,-83.423,66.080,-0.985,0.006,-0.187,100.089,339.094
45076,GROUND,179.402,-83.423,66.080,-0.985,0.006,-0.187,100.089,339.094
45078,GROUND,179.402,-83.423,66.080,-0.985,0.006,-0.187,100.089,339.094
45091,GROUND,179.402,-83.423,66.080,-0.985,0.006,-0.187,100.089,339.094
45094,GROUND,179.051,-83.381,66.439,-0.982,0.007,-0.194,100.085,340.195
45097,GROUND,179.055,-83.380,66.444,-0.978,0.003,-0.189,100.089,339.094
45100,GROUND,179.055,-83.380,66.444,-0.978,0.003,-0.189,100.089,339.094
45102,GROUND,179.055,-83.380,66.444,-0.978,0.003,-0.189,100.089,339.094
45105,GROUND,179.055,-83.380,66.444,-0.978,0.003,-0.189,100.089,339.094
45108,GROUND,179.055,-83.380,66.444,-0.978,0.003,-0.189,100.089,339.094
45111,GROUND,179.082,-83.380,66.426,-0.976,0.003,-0.190,100.096,337.162
45114,GROUND,179.137,-83.382,66.379,-0.976,-0.001,-0.186,100.096,337.162
45117,GROUND,179.208,-83.385,66.315,-0.975,0.004,-0.186,100.100,336.062
45120,GROUND,179.300,-83.390,66.229,-0.978,0.010,-0.185,100.085,340.195
45123,GROUND,179.414,-83.395,66.123,-0.983,0.013,-0.189,100.096,337.162
45126,GROUND,179.414,-83.395,66.123,-0.983,0.013,-0.189,100.096,337.162
45129,GROUND,179.414,-83.395,66.123,-0.983,0.013,-0.189,100.096,337.162
45131,GROUND,179.414,-83.395,66.123,-0.983,0.013,-0.189,100.096,337.162
45134,GROUND,179.414,-83.395,66.123,-0.983,0.013,-0.189,100.096,337.162
45137,GROUND,179.554,-83.401,65.993,-0.982,0.014,-0.192,100.100,336.062
45140,GROUND,179.711,-83.407,65.845,-0.985,0.019,-0.196,100.085,340.195
45143,GROUND,179.891,-83.414,65.678,-0.985,0.021,-0.195,100.089,339.094
45146,GROUND,-179.913,-83.420,65.496,-0.986,0.029,-0.194,100.085,340.195
45150,GROUND,-179.697,-83.429,65.299,-0.986,0.037,-0.196,100.096,337.162
45152,GROUND,-179.697,-83.429,65.299,-0.986,0.037,-0.196,100.096,337.162
45155,GROUND,-179.697,-83.429,65.299,-0.986,0.037,-0.196,100.096,337.162
45158,GROUND,-179.697,-83.429,65.299,-0.986,0.037,-0.196,100.096,337.162
45160,GROUND,-179.697,-83.429,65.299,-0.986,0.037,-0.196,100.096,337.162
45163,GROUND,-179.470,-83.438,65.096,-0.985,0.041,-0.193,100.096,337.162
45166,GROUND,-179.241,-83.450,64.893,-0.988,0.036,-0.194,100.085,340.195
45169,GROUND,-179.008,-83.462,64.689,-0.991,0.035,-0.190,100.096,337.162
45173,GROUND,-178.777,-83.477,64.487,-0.995,0.036,-0.195,100.096,337.162
45176,GROUND,-178.548,-83.492,64.286,-0.996,0.028,-0.197,100.085,340.195
45179,GROUND,-178.548,-83.492,64.286,-0.996,0.028,-0.197,100.085,340.195
