millis,state,yaw_deg,pitch_deg,roll_deg,ax_G,ay_G,az_G,pressure_kPa,altitude_ft
182049,LANDED,-99.587,62.197,-164.802,0.622,0.003,0.839,99.996,364.750
182052,LANDED,-99.559,62.207,-164.793,0.619,0.012,0.829,100.007,361.709
182056,LANDED,-99.529,62.221,-164.778,0.612,0.016,0.829,100.007,361.709
182059,LANDED,-99.500,62.236,-164.760,0.603,0.013,0.817,99.996,364.750
182063,LANDED,-99.475,62.253,-164.745,0.611,0.013,0.812,99.996,364.750
182066,LANDED,-99.456,62.272,-164.735,0.607,0.009,0.811,100.007,361.709
182069,LANDED,-99.456,62.272,-164.735,0.607,0.009,0.811,100.007,361.709
182072,LANDED,-99.456,62.272,-164.735,0.607,0.009,0.811,100.007,361.709
182076,LANDED,-99.456,62.272,-164.735,0.607,0.009,0.811,100.007,361.709
182079,LANDED,-99.443,62.293,-164.735,0.597,0.005,0.799,99.996,364.750
182082,LANDED,-99.439,62.313,-164.747,0.592,-0.003,0.784,99.996,364.750
182086,LANDED,-99.437,62.332,-164.765,0.594,-0.013,0.775,100.007,361.709
182089,LANDED,-99.439,62.348,-164.795,0.602,-0.009,0.769,99.996,364.750
182092,LANDED,-99.445,62.365,-164.831,0.610,-0.009,0.776,99.996,364.750
182095,LANDED,-99.445,62.365,-164.831,0.610,-0.009,0.776,99.996,364.750
182100,LANDED,-99.445,62.365,-164.831,0.610,-0.009,0.776,99.996,364.750
182103,LANDED,-99.451,62.384,-164.869,0.612,-0.009,0.779,99.996,364.750
182109,LANDED,-99.454,62.405,-164.901,0.613,-0.007,0.774,99.996,364.750
182112,LANDED,-99.458,62.424,-164.930,0.601,-0.011,0.769,99.996,364.750
182115,LANDED,-99.462,62.443,-164.955,0.596,-0.017,0.764,100.007,361.709
182118,LANDED,-99.467,62.460,-164.983,0.596,-0.027,0.761,99.989,366.674
182122,LANDED,-99.467,62.460,-164.983,0.596,-0.027,0.761,99.989,366.674
182125,LANDED,-99.467,62.460,-164.983,0.596,-0.027,0.761,99.989,366.674
182128,LANDED,-99.467,62.460,-164.983,0.596,-0.027,0.761,99.989,366.674
182132,LANDED,-99.477,62.475,-165.020,0.594,-0.036,0.762,99.996,364.750
182135,LANDED,-99.494,62.487,-165.069,0.598,-0.029,0.760,99.996,364.750
182138,LANDED,-99.516,62.500,-165.127,0.597,-0.027,0.765,99.996,364.750
182141,LANDED,-99.541,62.509,-165.190,0.593,-0.032,0.763,99.996,364.750
182145,LANDED,-99.566,62.514,-165.256,0.593,-0.026,0.752,100.000,363.641
182148,LANDED,-99.566,62.514,-165.256,0.593,-0.026,0.752,100.000,363.641
182151,LANDED,-99.566,62.514,-165.256,0.593,-0.026,0.752,100.000,363.641
182155,LANDED,-99.597,62.515,-165.328,0.595,-0.025,0.748,100.000,363.641
182161,LANDED,-99.631,62.511,-165.409,0.590,-0.030,0.749,99.984,368.060
182164,LANDED,-99.670,62.505,-165.499,0.589,-0.020,0.763,99.996,364.750
182168,LANDED,-99.707,62.499,-165.590,0.591,-0.022,0.781,99.996,364.750
182171,LANDED,-99.741,62.495,-165.680,0.587,-0.020,0.786,99.996,364.750
182174,LANDED,-99.741,62.495,-165.680,0.587,-0.020,0.786,99.996,364.750
182178,LANDED,-99.741,62.495,-165.680,0.587,-0.020,0.786,99.996,364.750
182181,LANDED,-99.767,62.492,-165.767,0.589,-0.018,0.785,100.000,363.641
182187,LANDED,-99.784,62.487,-165.847,0.588,-0.016,0.784,99.991,366.128
182191,LANDED,-99.791,62.485,-165.913,0.607,0.004,0.805,100.007,361.709
182194,LANDED,-99.793,62.484,-165.969,0.604,0.016,0.804,100.000,363.641
182197,LANDED,-99.774,62.482,-166.016,0.579,-0.073,0.771,100.000,363.641
182202,LANDED,-99.774,62.482,-166.016,0.579,-0.073,0.771,100.000,363.641
182205,LANDED,-99.774,62.482,-166.016,0.579,-0.073,0.771,100.000,363.641
182208,LANDED,-99.764,62.476,-166.075,0.566,0.026,0.779,99.996,364.750
182213,LANDED,-99.755,62.472,-166.127,0.575,0.011,0.784,99.996,364.750
182217,LANDED,-99.739,62.471,-166.158,0.612,0.021,0.808,99.984,368.060
182220,LANDED,-99.713,62.467,-166.183,0.578,-0.040,0.756,99.996,364.750
182224,LANDED,-99.701,62.462,-166.223,0.571,0.008,0.774,99.984,368.060
182227,LANDED,-99.701,62.462,-166.223,0.571,0.008,0.774,99.984,368.060
182230,LANDED,-99.701,62.462,-166.223,0.571,0.008,0.774,99.984,368.060
182234,LANDED,-99.693,62.456,-166.266,0.580,-0.004,0.780,100.000,363.641
182240,LANDED,-99.685,62.449,-166.303,0.592,-0.009,0.773,99.984,368.060
182243,LANDED,-99.670,62.443,-166.326,0.605,-0.006,0.767,99.996,364.750
182246,LANDED,-99.659,62.433,-166.348,0.611,-0.000,0.757,99.996,364.750
182250,LANDED,-99.644,62.421,-166.358,0.612,-0.011,0.754,100.000,363.641
182253,LANDED,-99.644,62.421,-166.358,0.612,-0.011,0.754,100.000,363.641
182257,LANDED,-99.644,62.421,-166.358,0.612,-0.011,0.754,100.000,363.641
182260,LANDED,-99.626,62.406,-166.358,0.618,-0.017,0.757,100.011,360.608
182266,LANDED,-99.604,62.391,-166.352,0.608,-0.026,0.756,99.984,368.060
182269,LANDED,-99.586,62.369,-166.351,0.590,-0.045,0.745,100.007,361.709
182273,LANDED,-99.564,62.344,-166.354,0.604,-0.056,0.745,99.984,368.060
182276,LANDED,-99.545,62.316,-166.366,0.615,-0.034,0.750,99.984,368.060
182279,LANDED,-99.545,62.316,-166.366,0.615,-0.034,0.750,99.984,368.060
182283,LANDED,-99.545,62.316,-166.366,0.615,-0.034,0.750,99.984,368.060
182286,LANDED,-99.518,62.284,-166.375,0.624,-0.062,0.742,99.996,364.750
182292,LANDED,-99.488,62.253,-166.376,0.624,-0.021,0.767,100.011,360.608
182296,LANDED,-99.455,62.223,-166.367,0.623,-0.024,0.755,100.000,363.641
182299,LANDED,-99.424,62.189,-166.354,0.620,-0.032,0.757,99.996,364.750
182302,LANDED,-99.390,62.155,-166.335,0.609,-0.040,0.762,99.996,364.750
182307,LANDED,-99.390,62.155,-166.335,0.609,-0.040,0.762,99.996,364.750
182310,LANDED,-99.390,62.155,-166.335,0.609,-0.040,0.762,99.996,364.750
182314,LANDED,-99.357,62.119,-166.317,0.600,-0.044,0.772,99.996,364.750
182318,LANDED,-99.323,62.083,-166.302,0.593,-0.054,0.776,100.000,363.641
182322,LANDED,-99.285,62.044,-166.289,0.591,-0.073,0.780,99.996,364.750
182325,LANDED,-99.246,62.004,-166.276,0.567,-0.032,0.768,100.007,361.709
182329,LANDED,-99.217,61.959,-166.273,0.572,-0.032,0.767,99.996,364.750
182332,LANDED,-99.217,61.959,-166.273,0.572,-0.032,0.767,99.996,364.750
182344,LANDED,-99.217,61.959,-166.273,0.572,-0.032,0.767,99.996,364.750
182348,LANDED,-99.146,61.818,-166.313,0.577,-0.023,0.775,99.996,364.750
182351,LANDED,-99.127,61.771,-166.322,0.583,-0.013,0.784,99.996,364.750
182354,LANDED,-99.104,61.725,-166.315,0.582,-0.015,0.778,99.996,364.750
182358,LANDED,-99.104,61.725,-166.315,0.582,-0.015,0.778,99.996,364.750
182361,LANDED,-99.104,61.725,-166.315,0.582,-0.015,0.778,99.996,364.750
182365,LANDED,-99.082,61.679,-166.298,0.589,-0.018,0.772,99.996,364.750
182371,LANDED,-99.057,61.636,-166.270,0.604,-0.026,0.778,99.996,364.750
182374,LANDED,-99.024,61.597,-166.226,0.640,-0.049,0.784,99.996,364.750
182378,LANDED,-98.989,61.560,-166.181,0.593,-0.025,0.778,99.996,364.750
182381,LANDED,-98.958,61.522,-166.139,0.567,-0.043,0.766,100.007,361.709
182385,LANDED,-98.958,61.522,-166.139,0.567,-0.043,0.766,100.007,361.709
182388,LANDED,-98.958,61.522,-166.139,0.567,-0.043,0.766,100.007,361.709
182392,LANDED,-98.935,61.484,-166.098,0.582,-0.023,0.769,100.000,363.641
182397,LANDED,-98.922,61.445,-166.068,0.589,-0.051,0.768,99.984,368.060
182401,LANDED,-98.918,61.410,-166.048,0.584,-0.030,0.795,99.989,366.674
182407,LANDED,-98.924,61.376,-166.041,0.583,-0.036,0.784,99.996,364.750
182410,LANDED,-98.924,61.376,-166.041,0.583,-0.036,0.784,99.996,364.750
182414,LANDED,-98.924,61.376,-166.041,0.583,-0.036,0.784,99.996,364.750
182417,LANDED,-98.962,61.314,-166.053,0.589,-0.016,0.809,100.000,363.641
182430,LANDED,-98.988,61.290,-166.063,0.588,-0.005,0.823,99.996,364.750
182433,LANDED,-98.988,61.290,-166.063,0.588,-0.005,0.823,99.996,364.750
182436,LANDED,-98.988,61.290,-166.063,0.588,-0.005,0.823,99.996,364.750
182439,LANDED,-98.988,61.290,-166.063,0.588,-0.005,0.823,99.996,364.750
182442,LANDED,-98.988,61.290,-166.063,0.588,-0.005,0.823,99.996,364.750
182446,LANDED,-99.085,61.226,-166.077,0.606,-0.014,0.824,100.007,361.709
182449,LANDED,-99.099,61.214,-166.077,0.608,-0.027,0.819,99.984,368.060
182452,LANDED,-99.111,61.205,-166.077,0.609,-0.011,0.811,99.989,366.674
182455,LANDED,-99.130,61.197,-166.082,0.614,-0.003,0.807,100.000,363.641
182458,LANDED,-99.156,61.196,-166.093,0.618,-0.002,0.810,99.996,364.750
182462,LANDED,-99.156,61.196,-166.093,0.618,-0.002,0.810,99.996,364.750
182465,LANDED,-99.156,61.196,-166.093,0.618,-0.002,0.810,99.996,364.750
182468,LANDED,-99.156,61.196,-166.093,0.618,-0.002,0.810,99.996,364.750
182471,LANDED,-99.191,61.199,-166.111,0.616,-0.005,0.811,99.996,364.750
182475,LANDED,-99.231,61.205,-166.133,0.601,-0.018,0.796,99.984,368.060
182478,LANDED,-99.519,61.215,-166.361,0.573,-0.036,0.762,100.007,361.709
182482,LANDED,-99.579,61.210,-166.417,0.576,-0.035,0.765,99.996,364.750
182485,LANDED,-99.636,61.202,-166.473,0.582,-0.033,0.766,99.984,368.060
182488,LANDED,-99.688,61.196,-166.524,0.598,-0.023,0.779,100.000,363.641
182491,LANDED,-99.688,61.196,-166.524,0.598,-0.023,0.779,100.000,363.641
182494,LANDED,-99.688,61.196,-166.524,0.598,-0.023,0.779,100.000,363.641
182497,LANDED,-99.688,61.196,-166.524,0.598,-0.023,0.779,100.000,363.641
182501,LANDED,-99.739,61.190,-166.572,0.604,-0.024,0.790,100.000,363.641
182505,LANDED,-99.779,61.187,-166.605,0.606,-0.030,0.798,99.984,368.060
182508,LANDED,-99.814,61.184,-166.625,0.609,-0.028,0.794,99.996,364.750
182511,LANDED,-99.844,61.183,-166.635,0.608,-0.034,0.790,99.996,364.750
182514,LANDED,-99.873,61.179,-166.642,0.604,-0.043,0.787,100.000,363.641
182517,LANDED,-99.873,61.179,-166.642,0.604,-0.043,0.787,100.000,363.641
182522,LANDED,-99.873,61.179,-166.642,0.604,-0.043,0.787,100.000,363.641
182525,LANDED,-99.873,61.179,-166.642,0.604,-0.043,0.787,100.000,363.641
182528,LANDED,-99.898,61.175,-166.652,0.601,-0.062,0.777,100.007,361.709
182531,LANDED,-99.925,61.166,-166.675,0.595,-0.073,0.772,100.000,363.641
182534,LANDED,-99.950,61.154,-166.711,0.596,-0.078,0.770,99.984,368.060
182537,LANDED,-99.977,61.136,-166.764,0.597,-0.076,0.763,99.996,364.750
182541,LANDED,-100.007,61.115,-166.834,0.596,-0.077,0.758,99.984,368.060
182544,LANDED,-100.007,61.115,-166.834,0.596,-0.077,0.758,99.984,368.060
182547,LANDED,-100.007,61.115,-166.834,0.596,-0.077,0.758,99.984,368.060
182550,LANDED,-100.007,61.115,-166.834,0.596,-0.077,0.758,99.984,368.060
182553,LANDED,-100.040,61.088,-166.932,0.596,-0.099,0.758,99.984,368.060
182557,LANDED,-100.072,61.059,-167.060,0.596,-0.096,0.758,99.984,368.060
182560,LANDED,-100.104,61.025,-167.213,0.598,-0.102,0.759,99.996,364.750
182564,LANDED,-100.136,60.989,-167.394,0.603,-0.097,0.764,99.996,364.750
182567,LANDED,-100.167,60.951,-167.600,0.607,-0.096,0.769,99.996,364.750
182570,LANDED,-100.167,60.951,-167.600,0.607,-0.096,0.769,99.996,364.750
182573,LANDED,-100.167,60.951,-167.600,0.607,-0.096,0.769,99.996,364.750
182576,LANDED,-100.167,60.951,-167.600,0.607,-0.096,0.769,99.996,364.750
182580,LANDED,-100.197,60.912,-167.822,0.601,-0.078,0.768,99.984,368.060
182583,LANDED,-100.224,60.873,-168.054,0.588,-0.080,0.775,99.996,364.750
182587,LANDED,-100.253,60.835,-168.293,0.569,-0.058,0.778,99.996,364.750
182590,LANDED,-100.290,60.799,-168.541,0.554,-0.049,0.782,99.984,368.060
182593,LANDED,-100.336,60.764,-168.798,0.542,-0.060,0.779,99.996,364.750
182596,LANDED,-100.336,60.764,-168.798,0.542,-0.060,0.779,99.996,364.750
182600,LANDED,-100.336,60.764,-168.798,0.542,-0.060,0.779,99.996,364.750
182603,LANDED,-100.336,60.764,-168.798,0.542,-0.060,0.779,99.996,364.750
182606,LANDED,-100.391,60.724,-169.064,0.536,-0.054,0.760,99.996,364.750
182610,LANDED,-100.451,60.679,-169.328,0.541,-0.044,0.745,99.989,366.674
182614,LANDED,-100.516,60.626,-169.584,0.546,-0.038,0.735,99.996,364.750
182617,LANDED,-100.582,60.564,-169.827,0.551,-0.056,0.724,99.996,364.750
182620,LANDED,-100.647,60.490,-170.059,0.551,-0.055,0.712,99.996,364.750
182624,LANDED,-100.647,60.490,-170.059,0.551,-0.055,0.712,99.996,364.750
182627,LANDED,-100.647,60.490,-170.059,0.551,-0.055,0.712,99.996,364.750
182630,LANDED,-100.709,60.405,-170.275,0.551,-0.062,0.704,99.984,368.060
182636,LANDED,-100.770,60.308,-170.479,0.554,-0.064,0.703,99.996,364.750
182639,LANDED,-100.831,60.200,-170.678,0.553,-0.090,0.703,100.000,363.641
182642,LANDED,-100.889,60.082,-170.878,0.549,-0.126,0.721,99.984,368.060
182646,LANDED,-100.944,59.958,-171.091,0.550,-0.133,0.746,100.011,360.608
182649,LANDED,-100.944,59.958,-171.091,0.550,-0.133,0.746,100.011,360.608
182652,LANDED,-100.944,59.958,-171.091,0.550,-0.133,0.746,100.011,360.608
182656,LANDED,-100.944,59.958,-171.091,0.550,-0.133,0.746,100.011,360.608
182659,LANDED,-100.996,59.830,-171.323,0.547,-0.148,0.770,100.007,361.709
182662,LANDED,-101.043,59.703,-171.575,0.555,-0.152,0.799,99.996,364.750
182665,LANDED,-101.085,59.577,-171.843,0.560,-0.155,0.842,99.996,364.750
182669,LANDED,-101.117,59.448,-172.115,0.535,-0.124,0.780,99.996,364.750
182672,LANDED,-101.160,59.324,-172.401,0.574,-0.081,0.846,99.989,366.674
182675,LANDED,-101.160,59.324,-172.401,0.574,-0.081,0.846,99.989,366.674
182679,LANDED,-101.160,59.324,-172.401,0.574,-0.081,0.846,99.989,366.674
182682,LANDED,-101.160,59.324,-172.401,0.574,-0.081,0.846,99.989,366.674
182685,LANDED,-101.198,59.203,-172.674,0.566,-0.071,0.819,100.000,363.641
182689,LANDED,-101.237,59.087,-172.924,0.575,-0.062,0.832,100.000,363.641
182692,LANDED,-101.261,58.977,-173.130,0.564,-0.086,0.833,99.996,364.750
182695,LANDED,-101.288,58.873,-173.301,0.580,-0.029,0.837,100.007,361.709
182698,LANDED,-101.316,58.781,-173.432,0.575,-0.042,0.849,99.984,368.060
182702,LANDED,-101.316,58.781,-173.432,0.575,-0.042,0.849,99.984,368.060
182705,LANDED,-101.316,58.781,-173.432,0.575,-0.042,0.849,99.984,368.060
182710,LANDED,-101.340,58.699,-173.519,0.565,-0.072,0.845,100.000,363.641
182715,LANDED,-101.359,58.624,-173.571,0.570,-0.090,0.842,100.000,363.641
182718,LANDED,-101.375,58.557,-173.594,0.575,-0.097,0.843,99.996,364.750
182721,LANDED,-101.388,58.496,-173.595,0.585,-0.115,0.841,100.011,360.608
182725,LANDED,-101.401,58.441,-173.588,0.589,-0.124,0.844,99.984,368.060
182728,LANDED,-101.401,58.441,-173.588,0.589,-0.124,0.844,99.984,368.060
182731,LANDED,-101.401,58.441,-173.588,0.589,-0.124,0.844,99.984,368.060
182735,LANDED,-101.419,58.393,-173.587,0.592,-0.126,0.859,100.000,363.641
182741,LANDED,-101.502,58.271,-173.693,0.565,-0.126,0.848,99.996,364.750
182744,LANDED,-101.541,58.233,-173.760,0.561,-0.110,0.843,99.996,364.750
182747,LANDED,-101.541,58.233,-173.760,0.561,-0.110,0.843,99.996,364.750
182751,LANDED,-101.541,58.233,-173.760,0.561,-0.110,0.843,99.996,364.750
182754,LANDED,-101.541,58.233,-173.760,0.561,-0.110,0.843,99.996,364.750
182758,LANDED,-101.586,58.196,-173.834,0.560,-0.106,0.837,100.000,363.641
182761,LANDED,-101.632,58.160,-173.913,0.560,-0.111,0.836,100.000,363.641
182764,LANDED,-101.683,58.127,-173.997,0.564,-0.101,0.841,99.996,364.750
182768,LANDED,-101.740,58.098,-174.085,0.566,-0.106,0.843,100.000,363.641
182771,LANDED,-101.796,58.070,-174.171,0.558,-0.125,0.820,100.007,361.709
182774,LANDED,-101.796,58.070,-174.171,0.558,-0.125,0.820,100.007,361.709
182778,LANDED,-101.796,58.070,-174.171,0.558,-0.125,0.820,100.007,361.709
182781,LANDED,-101.847,58.041,-174.241,0.551,-0.132,0.798,100.000,363.641
182787,LANDED,-101.900,58.008,-174.295,0.554,-0.104,0.776,99.984,368.060
182791,LANDED,-101.968,57.972,-174.351,0.563,-0.117,0.764,99.989,366.674
182794,LANDED,-102.046,57.932,-174.411,0.549,-0.147,0.760,99.996,364.750
182797,LANDED,-102.118,57.892,-174.453,0.531,-0.145,0.771,100.000,363.641
182801,LANDED,-102.118,57.892,-174.453,0.531,-0.145,0.771,100.000,363.641
182804,LANDED,-102.118,57.892,-174.453,0.531,-0.145,0.771,100.000,363.641
182810,LANDED,-102.197,57.853,-174.482,0.545,-0.105,0.778,99.984,368.060
182813,LANDED,-102.292,57.817,-174.517,0.547,-0.118,0.792,99.989,366.674
182817,LANDED,-102.396,57.785,-174.553,0.550,-0.100,0.804,100.000,363.641
182820,LANDED,-102.508,57.759,-174.572,0.549,-0.058,0.814,100.000,363.641
182824,LANDED,-102.622,57.736,-174.565,0.537,-0.054,0.800,100.000,363.641
182828,LANDED,-102.622,57.736,-174.565,0.537,-0.054,0.800,100.000,363.641
182831,LANDED,-102.622,57.736,-174.565,0.537,-0.054,0.800,100.000,363.641
182835,LANDED,-102.731,57.712,-174.526,0.536,-0.064,0.775,100.000,363.641
182840,LANDED,-102.833,57.683,-174.457,0.548,-0.067,0.765,100.007,361.709
182843,LANDED,-102.924,57.652,-174.357,0.561,-0.072,0.767,99.996,364.750
182847,LANDED,-103.008,57.620,-174.227,0.565,-0.079,0.767,100.007,361.709
182856,LANDED,-103.081,57.588,-174.073,0.566,-0.109,0.784,99.984,368.060
182859,LANDED,-103.150,57.557,-173.908,0.578,-0.118,0.807,99.984,368.060
182865,LANDED,-103.217,57.527,-173.743,0.587,-0.147,0.823,100.004,362.541
182869,LANDED,-103.282,57.497,-173.592,0.602,-0.153,0.836,100.000,363.641
182872,LANDED,-103.353,57.471,-173.460,0.610,-0.118,0.854,100.000,363.641
182875,LANDED,-103.436,57.450,-173.352,0.600,-0.120,0.878,99.996,364.750
182878,LANDED,-103.436,57.450,-173.352,0.600,-0.120,0.878,99.996,364.750
182881,LANDED,-103.436,57.450,-173.352,0.600,-0.120,0.878,99.996,364.750
182885,LANDED,-103.436,57.450,-173.352,0.600,-0.120,0.878,99.996,364.750
182888,LANDED,-103.525,57.434,-173.275,0.588,-0.129,0.890,100.000,363.641
182892,LANDED,-103.620,57.420,-173.226,0.570,-0.116,0.877,100.000,363.641
182895,LANDED,-103.717,57.406,-173.190,0.576,-0.102,0.868,100.000,363.641
182898,LANDED,-103.811,57.392,-173.160,0.584,-0.091,0.865,100.000,363.641
182901,LANDED,-103.902,57.381,-173.130,0.582,-0.081,0.874,100.011,360.608
182904,LANDED,-103.902,57.381,-173.130,0.582,-0.081,0.874,100.011,360.608
182908,LANDED,-103.902,57.381,-173.130,0.582,-0.081,0.874,100.011,360.608
182912,LANDED,-103.985,57.375,-173.096,0.575,-0.086,0.865,99.996,364.750
182918,LANDED,-104.067,57.374,-173.058,0.556,-0.079,0.854,99.989,366.674
182921,LANDED,-104.143,57.374,-173.015,0.541,-0.103,0.822,100.000,363.641
182924,LANDED,-104.221,57.374,-172.964,0.560,-0.075,0.804,100.000,363.641
182928,LANDED,-104.295,57.374,-172.902,0.511,-0.117,0.771,100.000,363.641
182931,LANDED,-104.295,57.374,-172.902,0.511,-0.117,0.771,100.000,363.641
182934,LANDED,-104.295,57.374,-172.902,0.511,-0.117,0.771,100.000,363.641
182937,LANDED,-104.295,57.374,-172.902,0.511,-0.117,0.771,100.000,363.641
182941,LANDED,-104.377,57.370,-172.835,0.557,-0.068,0.765,100.000,363.641
182944,LANDED,-104.462,57.369,-172.764,0.499,-0.106,0.765,99.996,364.750
182947,LANDED,-104.556,57.363,-172.699,0.511,-0.086,0.744,99.996,364.750
182951,LANDED,-104.661,57.356,-172.649,0.497,-0.112,0.772,99.989,366.674
182954,LANDED,-104.775,57.346,-172.615,0.506,-0.083,0.762,99.989,366.674
182957,LANDED,-104.775,57.346,-172.615,0.506,-0.083,0.762,99.989,366.674
182960,LANDED,-104.775,57.346,-172.615,0.506,-0.083,0.762,99.989,366.674
182964,LANDED,-104.775,57.346,-172.615,0.506,-0.083,0.762,99.989,366.674
182967,LANDED,-104.902,57.334,-172.599,0.508,-0.085,0.765,100.000,363.641
182970,LANDED,-105.039,57.315,-172.597,0.516,-0.072,0.741,100.000,363.641
182974,LANDED,-105.186,57.290,-172.611,0.529,-0.068,0.773,99.984,368.060
182977,LANDED,-105.337,57.261,-172.637,0.528,-0.080,0.777,99.984,368.060
182980,LANDED,-105.491,57.224,-172.675,0.538,-0.075,0.768,99.989,366.674
182983,LANDED,-105.491,57.224,-172.675,0.538,-0.075,0.768,99.989,366.674
182987,LANDED,-105.491,57.224,-172.675,0.538,-0.075,0.768,99.989,366.674
182990,LANDED,-105.491,57.224,-172.675,0.538,-0.075,0.768,99.989,366.674
182993,LANDED,-105.646,57.184,-172.724,0.541,-0.094,0.799,99.989,366.674
182997,LANDED,-105.802,57.141,-172.787,0.547,-0.083,0.806,100.000,363.641
183000,LANDED,-106.381,56.981,-173.076,0.557,-0.073,0.867,100.000,363.641
183003,LANDED,-106.504,56.949,-173.123,0.553,-0.069,0.861,100.000,363.641
183007,LANDED,-106.616,56.921,-173.153,0.542,-0.083,0.855,100.000,363.641
183011,LANDED,-106.716,56.895,-173.164,0.537,-0.081,0.849,100.000,363.641
183014,LANDED,-106.808,56.872,-173.157,0.545,-0.082,0.856,100.000,363.641
183017,LANDED,-106.808,56.872,-173.157,0.545,-0.082,0.856,100.000,363.641
183021,LANDED,-106.808,56.872,-173.157,0.545,-0.082,0.856,100.000,363.641
183024,LANDED,-106.895,56.854,-173.138,0.542,-0.089,0.849,100.000,363.641
183029,LANDED,-106.978,56.836,-173.114,0.536,-0.095,0.827,99.989,366.674
183032,LANDED,-107.061,56.816,-173.089,0.529,-0.095,0.802,99.989,366.674
183036,LANDED,-107.146,56.792,-173.068,0.524,-0.098,0.797,99.996,364.750
183039,LANDED,-107.236,56.766,-173.059,0.521,-0.094,0.796,99.984,368.060
183042,LANDED,-107.236,56.766,-173.059,0.521,-0.094,0.796,99.984,368.060
183046,LANDED,-107.236,56.766,-173.059,0.521,-0.094,0.796,99.984,368.060
183049,LANDED,-107.335,56.737,-173.065,0.512,-0.079,0.796,100.000,363.641
183055,LANDED,-107.441,56.706,-173.084,0.500,-0.076,0.791,100.000,363.641
183064,LANDED,-107.550,56.670,-173.110,0.498,-0.074,0.791,100.000,363.641
183067,LANDED,-107.550,56.670,-173.110,0.498,-0.074,0.791,100.000,363.641
183070,LANDED,-107.550,56.670,-173.110,0.498,-0.074,0.791,100.000,363.641
183074,LANDED,-107.550,56.670,-173.110,0.498,-0.074,0.791,100.000,363.641
183077,LANDED,-107.855,56.539,-173.182,0.496,-0.068,0.789,99.978,369.715
183081,LANDED,-107.940,56.490,-173.183,0.514,-0.063,0.807,100.011,360.608
183085,LANDED,-108.019,56.444,-173.171,0.522,-0.059,0.837,100.000,363.641
183088,LANDED,-108.089,56.404,-173.145,0.523,-0.076,0.862,99.996,364.750
183092,LANDED,-108.149,56.375,-173.104,0.535,-0.085,0.892,99.996,364.750
183095,LANDED,-108.149,56.375,-173.104,0.535,-0.085,0.892,99.996,364.750
183098,LANDED,-108.149,56.375,-173.104,0.535,-0.085,0.892,99.996,364.750
183102,LANDED,-108.195,56.355,-173.053,0.540,-0.118,0.901,99.989,366.674
183108,LANDED,-108.230,56.342,-173.006,0.538,-0.122,0.889,100.000,363.641
183112,LANDED,-108.259,56.333,-172.970,0.545,-0.123,0.894,99.996,364.750
183116,LANDED,-108.280,56.329,-172.948,0.548,-0.133,0.888,99.989,366.674
183119,LANDED,-108.290,56.326,-172.938,0.562,-0.132,0.887,100.000,363.641
183122,LANDED,-108.290,56.326,-172.938,0.562,-0.132,0.887,100.000,363.641
183126,LANDED,-108.290,56.326,-172.938,0.562,-0.132,0.887,100.000,363.641
183129,LANDED,-108.291,56.325,-172.938,0.583,-0.120,0.878,100.000,363.641
183134,LANDED,-108.278,56.323,-172.939,0.590,-0.107,0.863,100.000,363.641
183137,LANDED,-108.253,56.320,-172.932,0.580,-0.088,0.852,100.000,363.641
183141,LANDED,-108.216,56.315,-172.917,0.564,-0.090,0.838,99.996,364.750
183144,LANDED,-108.169,56.303,-172.907,0.543,-0.114,0.819,99.989,366.674
183148,LANDED,-108.169,56.303,-172.907,0.543,-0.114,0.819,99.989,366.674
183151,LANDED,-108.169,56.303,-172.907,0.543,-0.114,0.819,99.989,366.674
183154,LANDED,-108.117,56.281,-172.913,0.523,-0.129,0.792,100.000,363.641
183160,LANDED,-108.063,56.247,-172.938,0.522,-0.125,0.778,100.000,363.641
183164,LANDED,-108.008,56.199,-172.978,0.516,-0.117,0.756,99.996,364.750
183167,LANDED,-107.958,56.139,-173.029,0.513,-0.099,0.739,99.996,364.750
183170,LANDED,-107.918,56.068,-173.088,0.508,-0.079,0.742,99.989,366.674
183174,LANDED,-107.918,56.068,-173.088,0.508,-0.079,0.742,99.989,366.674
183177,LANDED,-107.918,56.068,-173.088,0.508,-0.079,0.742,99.989,366.674
183181,LANDED,-107.888,55.992,-173.151,0.505,-0.078,0.757,100.000,363.641
183186,LANDED,-107.869,55.913,-173.213,0.494,-0.076,0.761,99.989,366.674
183190,LANDED,-107.856,55.831,-173.267,0.488,-0.081,0.760,100.007,361.709
183193,LANDED,-107.851,55.747,-173.310,0.497,-0.075,0.773,100.000,363.641
183197,LANDED,-107.852,55.663,-173.337,0.500,-0.062,0.757,100.000,363.641
183200,LANDED,-107.852,55.663,-173.337,0.500,-0.062,0.757,100.000,363.641
183204,LANDED,-107.852,55.663,-173.337,0.500,-0.062,0.757,100.000,363.641
183207,LANDED,-107.866,55.582,-173.359,0.516,-0.074,0.787,99.989,366.674
183213,LANDED,-107.895,55.505,-173.388,0.521,-0.084,0.804,100.000,363.641
183217,LANDED,-107.933,55.431,-173.421,0.508,-0.092,0.803,100.011,360.608
183221,LANDED,-107.978,55.357,-173.454,0.508,-0.072,0.797,100.000,363.641
183224,LANDED,-108.029,55.284,-173.486,0.521,-0.073,0.806,100.004,362.541
183228,LANDED,-108.029,55.284,-173.486,0.521,-0.073,0.806,100.004,362.541
